patient_id,coordinates,cluster_id
42093,"(-8.68453997414135, 3.2733052811229317)",17
42094,"(-9.932241574717544, 7.624754650176576)",8
42095,"(9.548195797516117, 6.567598927258011)",10
42096,"(-0.19138650285480951, -0.7534553725453447)",14
42097,"(-8.126261500037012, 2.827620244886738)",12
42098,"(1.1327766165118707, 4.535968363648665)",0
42099,"(8.536779753362294, 4.650548867706361)",19
42100,"(1.5973447243597056, 2.32627661748502)",1
42101,"(0.6443199909698484, -1.9263398056957937)",14
42102,"(-10.571090275051457, 2.0031169822456496)",17
42103,"(2.061670893227213, 7.515314017609734)",6
42104,"(-0.5295939752199981, 0.11179317046314097)",16
42105,"(-8.06598786353327, 1.254395850710062)",17
42106,"(-9.014894031186522, 4.759140054508654)",8
42107,"(4.991111758136094, 3.0051268155709)",5
42108,"(6.113001421383117, 2.4056605460188134)",5
42109,"(-10.277926518600994, 7.186784264344852)",8
42110,"(-1.2760556284220954, 1.7569997137680975)",16
42111,"(-2.1136556222191754, 7.091522079862722)",3
42112,"(1.1200303897633817, 4.4340083066641185)",0
42113,"(-7.006964522740111, 9.369911118914029)",13
42114,"(0.8526055730395024, -1.0580177575130052)",14
42115,"(2.4251473893364475, 1.1406519775296202)",1
42116,"(10.496358618921148, 3.2001076912770814)",19
42117,"(-9.08856052992819, 6.008030653031089)",8
42118,"(-0.9509526283005671, 4.083120439817887)",2
42119,"(0.28592855771459014, -1.6982654994264612)",14
42120,"(-8.023195959384571, 1.6582795016747622)",12
42121,"(1.856376725509103, 7.870133720299551)",6
42122,"(0.450948450153128, 9.554109560002553)",3
42123,"(-7.921415033973795, 3.6827775995083436)",12
42124,"(-1.65644528497794, 7.54847339614803)",3
42125,"(-1.3261570290612812, 4.145186780606787)",11
42126,"(-1.833820335185794, 5.7731220192648856)",11
42127,"(-0.38339407822981286, -0.9266850098558689)",14
42128,"(-7.702773610527838, 1.861637407690841)",12
42129,"(0.5565414231998325, 7.453662529866321)",6
42130,"(3.053112277325715, 1.1577443837359414)",1
42131,"(6.1183104769026855, 8.13086711186291)",9
42132,"(3.306587623567456, 2.9961169700768324)",18
42133,"(-0.40040412595854324, 4.807688685130964)",11
42134,"(0.3125328145376043, 8.829253871591746)",6
42135,"(-10.494674493024696, 0.9421593441440785)",17
42136,"(0.8109999439653185, 8.579264213032705)",6
42137,"(-7.047518379956339, 2.8391026322602384)",12
42138,"(2.6938283152544336, 1.7539098724209095)",18
42139,"(-1.200838959311513, 4.880787518017862)",11
42140,"(-2.1851689309708746, 0.11241784565734503)",16
42141,"(1.0486063442369504, -2.9072421100992805)",14
42142,"(9.141545552861274, -2.837133393499467)",4
42143,"(2.9192904155160524, 1.9171050088183637)",18
42144,"(-7.678001446011282, 9.181171391782804)",13
42145,"(-9.662630173459075, 6.365727228854171)",8
42146,"(0.2563295464046004, 3.4102129251341986)",0
42147,"(-0.38667086866151457, 3.5120308118049257)",0
42148,"(2.798185176406901, 4.228136856859967)",0
42149,"(2.4314746017167277, 7.156144671842545)",6
42150,"(-1.1706367367683364, 6.269274690683703)",11
42151,"(3.860407174994964, 0.36694388321964255)",1
42152,"(9.308279133827131, 7.753039839353476)",10
42153,"(-1.7311951809754889, 4.427299235526894)",11
42154,"(-0.08892703058791596, 2.958414294994839)",2
42155,"(1.7871742456245303, 10.544210067752264)",6
42156,"(1.6360146520958745, 1.265013531363026)",1
42157,"(2.0579218311911793, 4.402855690530393)",0
42158,"(-9.193447457505773, 1.5704698976890945)",17
42159,"(10.283731785287367, -3.6330517754759457)",4
42160,"(1.1269682223337132, 4.999305638944693)",0
42161,"(1.3649795515953087, 6.418775029027766)",6
42162,"(-5.53861654856411, 5.575599245452762)",15
42163,"(3.2110278962852288, -1.7910887279528056)",14
42164,"(2.8144515675831774, 3.3197046389901668)",0
42165,"(7.964794358776453, 4.27910546093271)",10
42166,"(4.456477973408862, 7.458053605357237)",9
42167,"(8.195851168223838, -1.886274573387337)",4
42168,"(-0.2387597182983876, -1.786074709208558)",14
42169,"(-7.734385284056373, 1.7102035287086177)",12
42170,"(5.225348885995658, 7.43626589055863)",9
42171,"(8.465910670673788, -1.8433698185587946)",4
42172,"(-6.067482787542065, 10.5600268594013)",13
42173,"(-8.409780667478543, 10.389436275298662)",13
42174,"(-9.161423285706547, -9.063037980954245)",7
42175,"(1.3759022083680812, -1.6620217182989445)",14
42176,"(-9.54385310746487, 4.145889546249833)",12
42177,"(3.178143495851482, 4.388840232474629)",18
42178,"(0.9904561054865726, 0.6268132879249675)",1
42179,"(-5.930771729660844, 4.992289754619584)",15
42180,"(-7.55177146910359, 3.795619980899045)",12
42181,"(-2.194674763731049, 1.6946689239191912)",16
42182,"(-0.3673077439112594, 3.062200519977969)",16
42183,"(9.463570923583074, -1.1507537709996014)",4
42184,"(0.01370511132189578, 7.205968594337467)",3
42185,"(9.2572146217046, 5.504423462334307)",10
42186,"(1.988117351431788, 8.500563825185555)",6
42187,"(-1.3468254642691342, 1.3895211897269804)",16
42188,"(-8.906611023503919, 0.7363288187280115)",12
42189,"(-0.2339754576484665, 7.258892383582124)",3
42190,"(8.342418173365887, 6.629632536767197)",10
42191,"(8.40288882424934, 3.5359609642141967)",19
42192,"(-8.315419880733392, 8.414221899070036)",8
42193,"(-7.843858467928304, 2.4172489554409498)",12
42194,"(1.2286015099310164, 3.9129893313673763)",0
42195,"(-9.26863629751619, 3.4240643360422753)",17
42196,"(8.924853231616918, -3.4781003817809046)",4
42197,"(-10.23601464119091, 4.16407342778342)",17
42198,"(3.368678553676194, 2.3358363139493608)",18
42199,"(0.18944598648221722, 4.520596235264318)",11
42200,"(-0.3458526215760681, 8.502019178444044)",3
42201,"(-3.634754166008317, 2.072846736848644)",2
42202,"(6.952032038443267, 0.15027569304964528)",5
42203,"(0.20492973572526862, 6.97180138727322)",6
42204,"(9.59940121538325, 6.424717617392019)",10
42205,"(4.674795444051683, 7.247819363572235)",9
42206,"(-7.9341883611298964, 2.280177865657685)",12
42207,"(9.026567031466515, -2.708769228166891)",4
42208,"(-8.79921462751474, 1.05767196842993)",17
42209,"(-1.8082516590682631, 3.0649559121636867)",2
42210,"(2.8374490029926265, -1.1640755582346691)",1
42211,"(-4.677471579570652, 5.235274308993993)",15
42212,"(-3.3627535903453563, 1.7093459497581658)",2
42213,"(0.6642939706302822, 3.4634969319690834)",0
42214,"(9.793646124830957, -1.7118609335372978)",4
42215,"(9.032366817325716, 4.126431492341095)",19
42216,"(9.348563538870183, 4.581260749040675)",10
42217,"(-0.055640228742045106, 5.203774715351373)",11
42218,"(2.1213303262766328, 8.663889253767971)",6
42219,"(-0.7656317305505694, 3.546764406244233)",2
42220,"(6.256712524697019, 8.50312500405072)",9
42221,"(-1.4881269464206563, 6.4449478409647565)",11
42222,"(-0.6067133744330611, 5.2501044445642675)",11
42223,"(9.546911773028997, 2.86997555121386)",19
42224,"(-7.134493488160869, 3.0304938167535513)",12
42225,"(5.580325088298224, 0.05010087917568662)",5
42226,"(0.7276136938598355, 8.177242862683174)",6
42227,"(5.006699504042729, 0.36768145832607885)",5
42228,"(-7.641336801254047, -9.218648732265738)",7
42229,"(6.358095048945204, 1.3473646210173351)",5
42230,"(5.72077496887203, 1.4019255685530565)",5
42231,"(0.7151801017704369, -2.5330044266244593)",14
42232,"(-7.89452892842867, 3.2623465223045764)",12
42233,"(-7.11841051652064, 8.295894263356955)",13
42234,"(1.9077460703994717, 8.318405311223176)",6
42235,"(10.370155917376149, 3.794021246210243)",19
42236,"(-0.2818615351855741, 2.332496289597988)",16
42237,"(0.0026881847389879643, -1.4768719950754008)",14
42238,"(-11.162121504001963, 3.5111596096554805)",17
42239,"(1.9291300053384108, -0.6960868325995904)",18
42240,"(2.8818469898565193, 2.4161813523285813)",1
42241,"(2.648114803699057, 4.682521672202799)",18
42242,"(-5.557632093596354, 8.45897174423968)",13
42243,"(-8.044981993805429, 7.698233507670035)",8
42244,"(-6.86544997409274, 8.401012407312393)",13
42245,"(5.019323249969149, 7.158282830348389)",9
42246,"(-7.8561165848255925, 3.25824041974548)",17
42247,"(-7.178497629863191, -9.202744491356285)",7
42248,"(-6.872639276839712, 8.738980569423365)",13
42249,"(5.969548253844808, 8.710647406806139)",9
42250,"(0.3505412998964945, -2.413786907977004)",14
42251,"(-0.6753986994312198, -1.7294463803949145)",14
42252,"(9.015533988299596, 2.7054855563939433)",19
42253,"(2.9605856717445436, 2.786457489834179)",18
42254,"(-1.642495189502016, 8.177275027801997)",3
42255,"(-7.4662144638766, 1.480171444124772)",12
42256,"(9.36702541186503, -1.7943120865079552)",4
42257,"(11.82273319889118, -3.090243171988149)",4
42258,"(8.550345859485237, 6.629702653002644)",10
42259,"(-9.193894750313245, -7.7728386448765185)",7
42260,"(-1.6358931315349206, 2.6120393634192216)",2
42261,"(-8.33908794870238, 2.5496349849787876)",12
42262,"(-10.809021291462455, 3.4290859640598224)",17
42263,"(-10.250266156672552, 3.2120777303320667)",17
42264,"(-8.064717013591427, -8.538930657430447)",7
42265,"(-10.384253102418498, -8.241523678154737)",7
42266,"(-7.668034648777744, -8.740911497762323)",7
42267,"(0.5911502210197583, 7.014788788409254)",3
42268,"(0.7211263618422767, 1.4131158714771717)",1
42269,"(8.202171610363376, -3.622557111096688)",4
42270,"(8.541780410366623, -2.5673650450749608)",4
42271,"(0.19394575953841986, 4.620885493611634)",0
42272,"(9.882297471116342, -4.216881138244355)",4
42273,"(-0.06123488503722674, -2.2529092953488377)",14
42274,"(-2.092771577807426, 2.782940005627105)",2
42275,"(-0.6625372285756828, 3.5704745198647245)",0
42276,"(-0.45608840939297857, -1.0323968437628834)",14
42277,"(-1.1048815633450872, 6.635211678331041)",3
42278,"(-8.624231800970472, 8.683703320297408)",13
42279,"(-9.781376930504456, 2.2633098005466548)",17
42280,"(0.47262058985855815, -2.388817243828948)",14
42281,"(0.6333425706265621, 8.167777629433665)",3
42282,"(0.71178103383683, -1.9191829935451628)",14
42283,"(-8.579645461524839, 2.42882963417165)",12
42284,"(-7.148540965905889, 8.203490232486327)",13
42285,"(0.34674612636409186, 5.14622652334266)",11
42286,"(3.055697336826988, 1.5056412490337292)",18
42287,"(-9.414386197742465, 2.267917904818729)",12
42288,"(-3.421174420910839, 5.747230031774211)",15
42289,"(1.056554277723491, -1.7385171080565485)",14
42290,"(6.622846350931238, 8.40837047863908)",9
42291,"(1.9459443044533624, 0.614480240483769)",1
42292,"(2.9223195810923737, 5.280169071968337)",0
42293,"(7.215684353893543, 7.95756786828063)",9
42294,"(-0.5391961681972717, 2.680419379667104)",2
42295,"(-7.7538096493111865, 8.878004861282694)",13
42296,"(10.478601301412844, 4.542161766352998)",10
42297,"(0.9107681971791548, 8.014825203655633)",3
42298,"(-10.372697043730902, 2.8496090023706158)",17
42299,"(9.27717740423965, 5.854651885261262)",10
42300,"(5.0538360223863386, 8.218669737752075)",9
42301,"(8.941370648642502, 7.034266670062249)",19
42302,"(1.9469145372267103, 1.7339272665892178)",1
42303,"(-8.17953006616513, 2.6100527415800046)",12
42304,"(4.664937487304064, 2.023634233880504)",5
42305,"(-0.19128464135429613, 1.2364059752849772)",16
42306,"(-1.7955467757524346, 1.8816443645928924)",2
42307,"(-10.193984225190862, 1.3194887682809577)",17
42308,"(-1.6894447850415721, 1.1622936471591676)",16
42309,"(0.6666891663660404, 3.784183088346549)",0
42310,"(-9.777135605524643, 7.0146864906047695)",8
42311,"(-9.047751676780155, -6.928177571083376)",7
42312,"(2.2147475609407774, 7.854076548622646)",6
42313,"(-0.6066683187885868, 4.914166706555595)",0
42314,"(10.866655523656116, 7.2007780035755165)",10
42315,"(-9.15229605481289, 8.947424800590088)",13
42316,"(-10.64327120312535, 0.7914792503221719)",17
42317,"(-0.08179480103940207, 7.197053703245205)",3
42318,"(1.7066853790398897, 7.728801613990737)",6
42319,"(-2.379183050037079, 7.675098100991629)",3
42320,"(9.076582757868874, 2.7836074613195745)",19
42321,"(1.363258096221272, 2.7749791214016772)",18
42322,"(6.403876594661095, 6.739100889852461)",9
42323,"(-0.037419193974696396, 3.02619895515174)",0
42324,"(-9.298877754746355, 5.624727483371539)",8
42325,"(-5.873074457609427, 10.655770780413159)",13
42326,"(-6.928681699580214, 10.76548568701142)",13
42327,"(-0.19995763832330415, -2.0198345846173464)",14
42328,"(-7.279134637796194, 9.05747971588599)",13
42329,"(-8.108695707560106, 6.666797857009627)",8
42330,"(9.763978320808286, 5.9318331209096415)",10
42331,"(9.177047433232994, 4.394785613002355)",19
42332,"(9.72526833422946, -2.9503516872003406)",4
42333,"(-1.887696059032969, 5.003137086228205)",11
42334,"(-9.472131851097233, 6.721278106079774)",8
42335,"(5.339087829634193, -0.12451769385254674)",5
42336,"(-8.879429127914726, -8.249530027328984)",7
42337,"(2.1058558122816393, -0.11465589809202603)",1
42338,"(-6.41138837403935, 11.320652210015776)",13
42339,"(9.24957878897693, 5.5016192666914705)",10
42340,"(9.215359801856456, 3.4154193137804283)",19
42341,"(-1.1596087343071733, 4.673093520567858)",11
42342,"(8.294246471729553, 3.375599356523206)",19
42343,"(9.898065252979354, 2.472801059283489)",19
42344,"(-1.003474296828913, 6.169728652972224)",3
42345,"(-7.545720268901313, 9.214204593541124)",13
42346,"(3.806354827766209, 6.528866864749295)",9
42347,"(-10.065801922318972, -7.576405792546293)",7
42348,"(-6.00691579588899, 4.9981989865875285)",15
42349,"(1.1596092778040963, 5.974730360237247)",0
42350,"(4.74148949438913, 6.6331517407227745)",9
42351,"(1.3470950798275971, 4.445849132635626)",0
42352,"(-6.261028773325959, 4.62660687873769)",15
42353,"(2.356633819112396, 7.794015725480964)",6
42354,"(-0.5663954117048761, 8.754537017208836)",3
42355,"(-6.400110307398979, 1.6167178960949746)",12
42356,"(4.751669615189223, 0.150485569900759)",5
42357,"(2.4368742714928864, 0.8455840776089522)",1
42358,"(7.754448030704837, 6.482367937810533)",10
42359,"(-8.94728266618531, 4.086591250810146)",8
42360,"(-0.8979008876384994, 2.7095377448816844)",16
42361,"(2.867151226509747, 2.235284359041085)",18
42362,"(-0.3451390578885045, 8.945300604927624)",3
42363,"(-0.7874761814657191, 3.2099379351838024)",16
42364,"(-0.12561523976880096, 0.9180345203081874)",16
42365,"(-4.996673235919122, 6.591351445362476)",15
42366,"(0.02802907550906042, 3.638333787765348)",2
42367,"(8.273711770458759, 5.02314565129214)",10
42368,"(0.569993127938154, 3.2097710122304313)",18
42369,"(0.4400887261177768, -1.4044492930345263)",14
42370,"(6.3447981861128735, 7.200948640904215)",9
42371,"(-9.468117812384138, 7.7333957110604326)",8
42372,"(-1.316509564964288, 8.38118832313918)",3
42373,"(-7.48253576330727, 3.4514489634707637)",12
42374,"(5.378893766712963, 2.015006013054645)",5
42375,"(-6.493432909036975, 5.149007684606417)",15
42376,"(9.244937012948323, 6.906597990596795)",10
42377,"(1.01517878440271, 4.930351578193751)",0
42378,"(-1.7243823085061423, 4.227025252663939)",2
42379,"(-0.04939508942501103, -1.6554546202722547)",1
42380,"(1.5052136969630774, 4.549935116133234)",0
42381,"(-5.079893399343771, 5.494898377559852)",15
42382,"(9.041051245436982, 3.7104463623263304)",19
42383,"(0.9041970572243992, 5.187901982164251)",0
42384,"(0.005644646791150343, -1.4230567990207041)",14
42385,"(-8.435523409097105, 9.962831183271932)",13
42386,"(-0.38618476883636654, -0.7484312337809412)",14
42387,"(0.9586059311772361, 3.1113268983705686)",18
42388,"(1.8145668410963194, 8.040064796458209)",6
42389,"(-1.0886173735047773, 3.023661265562275)",16
42390,"(8.994010587794612, 5.047118322065994)",10
42391,"(-7.1706560924692955, 1.4225275857761814)",12
42392,"(3.2899044842538965, 2.1057342960606165)",18
42393,"(9.030159549937467, 0.6153053773216648)",4
42394,"(1.8682376605443916, 4.76766009267691)",0
42395,"(1.2720491670533822, 5.1463761239053705)",0
42396,"(-4.626216507298058, 5.980650770303016)",15
42397,"(0.10719249254658325, 3.8455581737459075)",0
42398,"(-1.7434368088175392, 8.695318828845592)",3
42399,"(-5.7815647283809275, 2.657976366316268)",12
42400,"(-0.3874060857552029, 2.9316781541166073)",16
42401,"(2.9420514599559384, 1.2946644708925155)",1
42402,"(-6.85349503425358, 5.93862612623203)",15
42403,"(-2.3643650932914113, 5.174844490024635)",11
42404,"(-0.9012996775478994, 5.836969068936213)",11
42405,"(-8.95062390949697, -8.38866167568634)",7
42406,"(11.423011169881146, 3.9264506523602396)",19
42407,"(1.336108129366154, 8.912962355757205)",6
42408,"(-8.708679531288201, -0.5291326825408542)",12
42409,"(0.3551873808451177, 6.038359502372099)",0
42410,"(-2.8271617390650334, 3.3738261081251446)",2
42411,"(-6.792753664811391, 2.668173320219236)",12
42412,"(-4.964662835941913, 10.160826550475774)",13
42413,"(-7.9680660307247315, 7.30632245768267)",8
42414,"(-7.746395515348682, -8.379906122058244)",7
42415,"(6.446167123054137, 6.60286761422044)",9
42416,"(-0.2012953233466097, -1.9660444452803367)",14
42417,"(-1.9571529078543115, 9.146143998228556)",3
42418,"(0.6983301112782156, 5.667529920275732)",0
42419,"(-8.6361308988397, -8.87097543924952)",7
42420,"(4.384541250956883, 0.2347541768576209)",5
42421,"(8.90649135052662, 7.1236705902708835)",10
42422,"(-4.429000156508325, 4.374867258537659)",15
42423,"(-6.805585024389671, -7.668976623713197)",7
42424,"(0.7856165849650957, 3.9089378134149397)",0
42425,"(0.3278582582117855, 8.961562550155548)",6
42426,"(9.082282524536236, 2.314719600208547)",19
42427,"(-4.941115824703881, 8.733715616610436)",13
42428,"(-9.173667168986249, 4.812155710487153)",8
42429,"(-0.594986799068636, 7.459142532221394)",3
42430,"(-6.233847515991661, 2.940336439022269)",12
42431,"(-1.2433898457606132, 1.658630670683645)",2
42432,"(-6.26243763871662, 8.609893227929573)",13
42433,"(5.407907061947595, -0.19325247087079367)",5
42434,"(2.4249247289000055, 0.5048780088190221)",1
42435,"(9.356033797092465, -3.880013822579843)",4
42436,"(-9.511853194255005, -8.362335340168805)",7
42437,"(-8.5445264183313, 0.7785674612341005)",17
42438,"(5.165870436626408, 6.719395573705689)",9
42439,"(0.13687909264981168, 4.022676371594203)",11
42440,"(6.645681049902694, 1.1234788997726683)",5
42441,"(-0.9344721933690586, 2.759819466792429)",2
42442,"(-9.013440324507012, -8.280172477953693)",7
42443,"(-2.4416225333601833, 8.054717524485383)",3
42444,"(8.74148640220994, -3.957158914320651)",4
42445,"(-7.837982672739047, 8.741499322812555)",13
42446,"(2.625676022178468, 2.633546253000399)",18
42447,"(-5.780369354032195, 4.527892207341571)",15
42448,"(4.746748917229108, 6.254200366642322)",9
42449,"(-7.11018786659596, 9.42393773775754)",13
42450,"(-8.709856770043638, 7.143096118097471)",8
42451,"(-2.0958227426571017, 3.089694114932718)",2
42452,"(-8.621002244246181, -7.786530695741643)",7
42453,"(-2.9700420050470506, 6.508147318513862)",11
42454,"(-8.823008909878569, 2.8913487242198643)",12
42455,"(1.2043234036705623, 4.505267274152823)",0
42456,"(1.6498866686699067, 6.998639904682964)",6
42457,"(2.1369878790004058, 1.582377103168385)",18
42458,"(-9.898737724594831, 8.30955877833444)",8
42459,"(1.281610796136916, 9.758838974108427)",6
42460,"(-0.1382526549630968, 0.06328205830889111)",16
42461,"(-8.42683510111326, -6.565534080899445)",7
42462,"(8.796464706995172, -1.9434842388315672)",4
42463,"(3.7622908621658455, 1.257213337583603)",1
42464,"(9.149072604411261, 2.3119230596518325)",19
42465,"(9.755218827303931, 8.18483897185574)",10
42466,"(-0.5912036172267345, 6.9857502083462535)",3
42467,"(-5.700736555226025, 5.716746512343919)",15
42468,"(3.5338029996919396, 2.0398018600270915)",18
42469,"(1.489716310341676, 2.4993754455953083)",18
42470,"(2.3615619635188976, 8.766848710663268)",6
42471,"(1.7746426477629829, 3.7299184255453204)",18
42472,"(0.8011347948983265, -0.5926273550571333)",1
42473,"(-0.8618556166530177, 3.8343654411835804)",2
42474,"(-7.845823868541653, 9.39634185759303)",13
42475,"(8.647629514110049, -3.484433876924567)",4
42476,"(1.0058941857741186, 8.450573989954286)",6
42477,"(4.489307796000548, 6.941875019738897)",9
42478,"(2.513438588661529, 2.2620894759979335)",18
42479,"(7.649679909541695, 7.133176981453891)",9
42480,"(2.3622607318296582, 1.7569761975203662)",18
42481,"(1.8006606406974042, 0.4177031105337234)",1
42482,"(-2.5699810402504544, 6.601833300850597)",11
42483,"(10.841401259264083, 5.400487400576453)",10
42484,"(-10.03282174452623, 8.562878328567837)",8
42485,"(-8.190997653663459, 2.9098284757665085)",12
42486,"(0.7583845572228436, 7.469295951366437)",6
42487,"(-1.2525143750211323, 1.9843238331579611)",16
42488,"(9.111737125746684, -3.433703338784957)",4
42489,"(0.7837242421599384, 2.4749611221668837)",18
42490,"(-1.0625415244268295, 7.02692153265605)",3
42491,"(0.3486887082538026, 6.289771100382308)",11
42492,"(6.1762431482707, 0.6586447802340187)",5
42493,"(-8.648752006373568, 1.801909168320802)",17
42494,"(6.160732744810516, -1.034644230558635)",5
42495,"(-9.049970016572502, 8.206008191766198)",8
42496,"(-4.712075660873903, 5.180137976059578)",15
42497,"(-9.329327016206134, -7.768874106297082)",7
42498,"(-2.361251063827101, 4.117954203307925)",2
42499,"(-8.404852824023514, -5.7712313606530055)",7
42500,"(-6.313395560011672, 2.906181062695411)",12
42501,"(-1.7966263065674575, 2.2101821071756937)",2
42502,"(-8.7357813661898, -10.606319175449459)",7
42503,"(-5.231515704888114, 6.059143189775678)",15
42504,"(10.180985899047865, 8.207315657616867)",10
42505,"(-6.452258099850987, 7.686503517295965)",8
42506,"(-1.1655462429074024, 2.014197976076392)",2
42507,"(-5.935080594881839, 4.866586576176476)",15
42508,"(-0.8556273459996759, -1.2436936516079802)",14
42509,"(-7.017048589150569, 1.0979331419440301)",12
42510,"(-8.941240444316463, 6.475024692741931)",8
42511,"(-0.22277399455844438, 1.5545665644023015)",2
42512,"(-1.2762304567093046, 5.752658393310503)",11
42513,"(1.6373715815731023, 8.564322700531555)",6
42514,"(0.27317978352902317, -0.8426340292874394)",14
42515,"(1.1429435739190241, 4.938818764340496)",0
42516,"(-5.713414308393892, 8.27383488529396)",13
42517,"(-11.18206507446429, 4.526372731726693)",17
42518,"(-5.871430444934232, 5.397233494821588)",15
42519,"(-0.10928390106089125, 2.04224485004033)",1
42520,"(2.4097952356588883, 1.7884382958135459)",18
42521,"(5.743202388781586, 5.998934033486302)",9
42522,"(-5.306474252548917, 9.752058258828807)",13
42523,"(-2.344785982734112, 8.638249061026134)",3
42524,"(0.34402502004338825, -2.3651864215949985)",14
42525,"(-8.996790640775222, 4.917238250711646)",8
42526,"(-0.20529096820459214, -1.0957904804380068)",14
42527,"(-8.051596602029539, 1.233882024153269)",12
42528,"(-9.393574158589416, 3.6092250241272037)",17
42529,"(-6.797080628765938, 7.013743219784013)",13
42530,"(-1.8157399331442972, 9.105027035310432)",3
42531,"(-11.242277801369388, 5.253593835384406)",8
42532,"(-7.421486770330825, -8.881534330572833)",7
42533,"(-1.5674179452331358, 7.7402997692623785)",3
42534,"(7.05113914851106, -2.831688772856112)",4
42535,"(-0.302040703726719, 2.2286844903392433)",2
42536,"(5.898749440787648, 8.367581363410077)",9
42537,"(-0.8471980486039163, 7.514733140517064)",3
42538,"(-1.292108371057633, -1.8377190194517385)",14
42539,"(-0.4609492748399099, 1.125510488525656)",16
42540,"(-8.058938738168086, 4.0834316327126645)",12
42541,"(-9.957214860743779, 2.7618887232130307)",17
42542,"(9.133978854750922, -2.7188768468179374)",4
42543,"(-6.6312925142339605, 4.619312175795142)",15
42544,"(-2.8182576408098834, 8.74659211174929)",3
42545,"(-1.3794244529899076, 3.996625794542311)",2
42546,"(1.2913320274682865, 9.638116558404471)",6
42547,"(-0.5810578652651341, -2.367452831405158)",14
42548,"(-7.223904822304569, -7.086036423721416)",7
42549,"(-2.9967251862254245, 4.166313028893132)",11
42550,"(-8.187683009229318, 2.537165150878737)",12
42551,"(-10.258533103546817, 2.576976435948903)",17
42552,"(-0.39340744609110323, 6.016166771261642)",11
42553,"(-6.399100711319748, 2.7966126304619148)",12
42554,"(-6.7118872713997355, 10.055610368592133)",13
42555,"(5.914636962086247, -0.8500178048044695)",5
42556,"(-0.04259451197237274, 0.2050472422647429)",16
42557,"(-10.00658798918479, -7.300634763556104)",7
42558,"(2.264268283821145, 2.495381561373448)",18
42559,"(-7.910489329992458, 7.984057095264776)",13
42560,"(-9.344811977545751, -7.20633592035547)",7
42561,"(1.4527656607644541, 1.825136663954625)",18
42562,"(-0.9246199834584945, 7.4847706479892055)",3
42563,"(-6.379694985931428, 9.103742013336193)",13
42564,"(-10.400710974335219, 1.3667614950003308)",17
42565,"(0.11500930551580169, 3.0821939015144824)",2
42566,"(-7.539062973040324, 3.117160020398513)",12
42567,"(2.6579305501576744, 1.0548310195949964)",1
42568,"(1.5402786136203042, 3.0192350294558628)",0
42569,"(-8.729491696219071, -9.223474251785712)",7
42570,"(7.424901758813398, 5.830213715908026)",10
42571,"(-2.177135858490178, 1.535858248810735)",2
42572,"(0.9321303596986888, 5.922246651680364)",0
42573,"(-4.362304404676089, 4.364703538867749)",15
42574,"(0.10326241619840426, 5.721787119134047)",11
42575,"(7.090698547948646, 1.041995925041274)",5
42576,"(-0.9251161764669705, 1.6334409250675952)",16
42577,"(5.20623337960962, -0.3638659225066385)",5
42578,"(2.1669706277669887, 1.6455906005685983)",1
42579,"(-9.05275507319978, -7.29980731330221)",7
42580,"(-2.5163812658774187, 1.3148458733781612)",2
42581,"(8.981106528982385, 2.4149212678560903)",19
42582,"(-8.203721231156582, -8.609565245427008)",7
42583,"(1.5907584903607068, -1.4226670022397678)",14
42584,"(1.9394993804466818, 8.833687132031223)",6
42585,"(-10.839114008740234, 3.5589795713447328)",17
42586,"(-7.317703862802999, 7.706314552422664)",13
42587,"(-7.800431691738506, 7.5753262717346175)",13
42588,"(0.4709117612820851, 3.4879957854544186)",0
42589,"(7.307498078701703, 1.2759384758858865)",5
42590,"(-0.9778025598979341, 8.719404452892098)",3
42591,"(6.373272465329399, 0.31419915541755944)",5
42592,"(4.006088057385487, 2.286768028441176)",5
42593,"(-8.01582144918545, 1.8917969605492362)",12
42594,"(10.762811510719239, 6.374636793113718)",10
42595,"(-0.884551095450612, 4.904060982235154)",0
42596,"(8.43492830739468, 6.428010938195791)",10
42597,"(-7.7477130426036025, -8.660053248366864)",7
42598,"(9.173037441995463, 6.07398794939751)",10
42599,"(0.5920618573709062, 2.0362619156454773)",1
42600,"(-9.7539518673491, 2.123395463701309)",17
42601,"(-11.068413034908305, 6.18209730668104)",8
42602,"(1.053739176657823, 7.525426629691662)",6
42603,"(3.836136331526498, 2.7993516121301942)",1
42604,"(-8.097385852434416, 3.6337952555300403)",12
42605,"(-10.371426087825341, 0.6240888274384524)",17
42606,"(1.7066218689235144, 5.408365801019866)",0
42607,"(8.755915127901538, -1.7015648611346368)",4
42608,"(10.605658635341282, 6.150359558283339)",10
42609,"(-8.451088058793294, 5.899316180386352)",8
42610,"(1.6091211868715862, -2.5863217705708967)",14
42611,"(8.192381251806326, -1.631802068559264)",4
42612,"(2.2282720612995264, 3.159094696205792)",0
42613,"(10.80715087143608, 6.488586975401278)",10
42614,"(6.397627587649204, 7.035231890425787)",9
42615,"(-8.042101869378273, 3.2833017048414446)",12
42616,"(-9.171125644785608, 2.460102093934161)",17
42617,"(-0.017830473435883842, 8.85506491318386)",3
42618,"(-9.422612200147672, 0.14755491129362763)",17
42619,"(-1.039721760841303, 4.114577466869197)",11
42620,"(11.506984586659668, 5.206031218742815)",10
42621,"(-9.33254223015917, 2.4739250736736875)",17
42622,"(10.748137344571052, 6.565163984022233)",10
42623,"(-7.463026208628148, 1.1304168160772934)",12
